states,values,action_probs,goals
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0]]",0.8787696803652222,"[0.00429185 0.         0.         0.00429185 0.         0.
 0.         0.         0.         0.         0.         0.
 0.00429185 0.         0.         0.         0.         0.
 0.         0.         0.         0.00429185 0.         0.98283261
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 1]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.900802232097588,"[0.         0.         0.07607656 0.78588517 0.         0.
 0.         0.         0.         0.         0.         0.
 0.13803828 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0]]",0.912197235390964,"[0.00060901 0.         0.         0.08526188 0.         0.
 0.         0.         0.         0.         0.         0.
 0.40286236 0.         0.         0.         0.         0.
 0.         0.         0.         0.00091352 0.         0.51035323
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 0]]",0.9018552592826677,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00358423 0.         0.99641577
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 6]]",0.9050138133820155,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 6], [2, 6]]",0.9050138133816927,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 6], [2, 6], [2, 6]]",0.9050138133813695,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.30146996e-02 -2.06934323e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07492322e+00  4.13105532e-04  1.83001255e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74646403e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 6], [2, 6], [2, 6], [2, 6]]",0.905013813381046,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.53921609e-02 -2.20347783e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.04887788e+00  3.51498348e-04  1.55709943e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.48601065e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 6], [2, 6], [2, 6], [2, 6], [2, 6]]",0.9050138133807222,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.96546365e-02 -2.42417021e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.00307775e+00  2.43163527e-04  1.07718796e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.02800936e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 6], [2, 6], [2, 6], [2, 6], [2, 6], [2, 6]]",0.9050138133803978,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0.]","[ 2.44611191e-02 -2.64438886e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.95262944e+00  1.23833967e-04  5.48570998e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.23526197e-02]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 6], [2, 6], [2, 6], [2, 6], [2, 6], [2, 6], [2, 6]]",0.905013813380073,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0.]","[ 2.80733733e-02 -2.79110303e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.91542845e+00  3.58394111e-05  1.58764691e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51516350e-02]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.8958622366405391,"[0.         0.         0.01215278 0.98784722 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 0]]",0.07997497710948766,"[0.         0.16666665 0.83333326 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 4]]",0.9198653404386522,"[6.58761528e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.61133070e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.31752306e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.31752306e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.89459815e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.63504611e-03]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 0], [2, 4]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [6, 0]]",0.0210617468539521,"[0.28571424 0.         0.         0.         0.         0.
 0.         0.         0.         0.28571424 0.         0.
 0.         0.         0.         0.         0.         0.
 0.42857137 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [0, 0]]",0.021145214601884323,"[0.       0.       0.       0.999999 0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [6, 1]]",0.02363204838348773,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999989 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [2, 0]]",0.02150763042543888,"[0.4444444 0.        0.        0.4444444 0.        0.        0.
 0.        0.        0.        0.        0.        0.1111111 0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 4]]",0.0235770180282973,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.9999995 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [3, 1]]",0.022551980146671907,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.99999983 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [0, 0]]",0.023620191514227597,"[0.         0.14285712 0.28571424 0.14285712 0.         0.14285712
 0.         0.         0.14285712 0.14285712 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [0, 1]]",0.09883093241336735,"[0.        0.        0.4444444 0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.3333333 0.
 0.        0.        0.        0.        0.2222222 0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 6]]",0.0200133760631707,"[0.66666656 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.33333328
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 0], [1, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [3, 1], [3, 1]]",0.022773190875998228,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.9999998 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1]]",0.7971767790079449,"[0.         0.         0.00315457 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.40694006 0.         0.00630915 0.         0.         0.
 0.58359621 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 1]]",0.9275111230622163,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 1], [2, 1]]",0.927511123061685,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 1], [2, 1], [2, 1]]",0.9275111230611531,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.30146996e-02 -2.06934323e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07492322e+00  4.13105532e-04  1.83001255e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74646403e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9275111230606203,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.53921609e-02 -2.20347783e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.04887788e+00  3.51498348e-04  1.55709943e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.48601065e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9275111230600867,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.96546365e-02 -2.42417021e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.00307775e+00  2.43163527e-04  1.07718796e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.02800936e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9275111230595523,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 2.44611191e-02 -2.64438886e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.95262944e+00  1.23833967e-04  5.48570998e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.23526197e-02]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9275111230590171,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 2.80733733e-02 -2.79110303e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.91542845e+00  3.58394111e-05  1.58764691e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51516350e-02]"
"[[0, 0], [0, 6], [2, 6]]",0.013639506282929002,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.999999
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1]]",0.3232367385864066,"[0.         0.         0.33333328 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.33333328 0.         0.33333328 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [3, 1]]",0.02340367517480173,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.999999 0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [3, 1], [3, 1]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.30146996e-02 -2.06934323e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07492322e+00  4.13105532e-04  1.83001255e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74646403e-01]"
"[[0, 0], [1, 0]]",0.02257396567253293,"[0.9999999 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
